title,year,sentiment_analysis,recommend
Nightmares from the Deep: The Cursed Heart,2014.0,3,2
Nimble Quest,2014.0,2,1
Total War: ROME II - Blood &amp; Gore,2014.0,2,1
Total War: ROME II - Blood &amp; Gore,2015.0,2,1
Agarest: Generations of War Zero,2015.0,2,1
The Last Tinker™: City of Colors,2014.0,4,2
Assassin’s Creed® Liberation HD,2014.0,3,2
Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™,2013.0,2,1
Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™,2014.0,22,12
Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™,2015.0,16,8
Get Off My Lawn!,2014.0,1,1
The Four Kings Casino and Slots,2015.0,1,1
The Walking Dead: Season 2,2013.0,38,24
The Walking Dead: Season 2,2014.0,99,54
The Walking Dead: Season 2,2015.0,20,13
Killer is Dead - Nightmare Edition,2014.0,2,1
Killer is Dead - Nightmare Edition,2015.0,4,2
Lethal League,2013.0,2,1
Lethal League,2014.0,19,11
Lethal League,2015.0,15,9
Tesla Effect: A Tex Murphy Adventure,2015.0,2,1
Lifeless Planet Premier Edition,2014.0,2,1
Ori and the Blind Forest,2013.0,2,1
Ori and the Blind Forest,2014.0,4,2
Ori and the Blind Forest,2015.0,53,28
Borderlands: The Pre-Sequel,2014.0,50,28
Borderlands: The Pre-Sequel,2015.0,54,32
Eryi's Action,2013.0,2,1
Eryi's Action,2014.0,7,4
Lichdom: Battlemage,2014.0,12,6
Estranged: Act I,2014.0,39,22
Estranged: Act I,2015.0,7,4
Corporate Lifestyle Simulator,2014.0,2,1
Catzilla 4K - Advanced,2014.0,1,1
Half-Life: Before,2013.0,6,3
Half-Life: Before,2015.0,2,1
Darkest Dungeon®,2013.0,2,1
Darkest Dungeon®,2014.0,3,2
Darkest Dungeon®,2015.0,24,13
Toy Soldiers: Complete,2014.0,4,2
Jets'n'Guns Gold,2014.0,2,1
Dungeons 2,2015.0,1,1
World of Guns: Gun Disassembly,2014.0,37,20
World of Guns: Gun Disassembly,2015.0,12,6
Manga Maker Comipo,2015.0,2,1
Gunman Clive,2014.0,3,2
Gunman Clive,2015.0,4,2
GoD Factory: Wingmen,2015.0,2,1
Crimsonland,2015.0,2,1
The Journey Down: Chapter Two,2015.0,1,1
Smooth Operators,2015.0,4,2
Broken Sword 5 - the Serpent's Curse,2013.0,2,1
STARWHAL,2014.0,8,4
Blockstorm,2013.0,2,1
Blockstorm,2014.0,9,6
Blockstorm,2015.0,11,6
9.03m,2013.0,1,1
9.03m,2014.0,1,1
9.03m,2015.0,2,1
Squirt's Adventure,2014.0,1,1
Signs of Life,2014.0,2,1
SPINTIRES™,2013.0,2,1
SPINTIRES™,2014.0,38,20
SPINTIRES™,2015.0,18,10
BlazBlue: Calamity Trigger,2014.0,10,6
BlazBlue: Calamity Trigger,2015.0,2,1
Saturday Morning RPG,2014.0,4,2
Saturday Morning RPG,2015.0,2,1
Continue?9876543210,2014.0,2,1
3089 -- Futuristic Action RPG,2014.0,5,3
3089 -- Futuristic Action RPG,2015.0,1,1
Driftmoon,2014.0,2,1
War of the Human Tanks,2014.0,3,2
War of the Human Tanks,2015.0,2,1
Probably Archery,2014.0,1,1
Final Rush,2014.0,2,1
Dragons and Titans,2014.0,6,4
Villagers and Heroes,2014.0,9,5
Paper Sorcerer,2014.0,2,1
Unearthed: Trail of Ibn Battuta - Episode 1 - Gold Edition,2014.0,6,3
FootLOL: Epic Fail League,2014.0,4,2
FootLOL: Epic Fail League,2015.0,2,1
Turbo Dismount™,2014.0,32,17
Turbo Dismount™,2015.0,5,3
Wyv and Keep: The Temple of the Lost Idol,2014.0,2,1
Out There Somewhere,2013.0,2,1
Out There Somewhere,2015.0,10,6
Victory: The Age of Racing,2014.0,4,2
Victory: The Age of Racing,2015.0,2,1
Pixel Piracy,2013.0,8,4
Pixel Piracy,2014.0,27,16
Pixel Piracy,2015.0,5,3
One Finger Death Punch,2013.0,2,1
One Finger Death Punch,2014.0,41,23
One Finger Death Punch,2015.0,32,18
CONSORTIUM,2014.0,2,1
CONSORTIUM,2015.0,2,2
Narcissu 1st &amp; 2nd,2014.0,15,8
Narcissu 1st &amp; 2nd,2015.0,7,5
PAYDAY 2: Armored Transport,2015.0,2,1
FORCED SHOWDOWN,2014.0,2,1
Meridian: New World,2014.0,2,1
Lords Of The Fallen™,2014.0,2,1
Lords Of The Fallen™,2015.0,4,2
Gomo,2014.0,2,1
Dead Rising 3 Apocalypse Edition,2014.0,19,10
Dead Rising 3 Apocalypse Edition,2015.0,2,1
Epic Battle Fantasy 4,2014.0,9,5
Epic Battle Fantasy 4,2015.0,6,3
Fistful of Frags,2013.0,1,1
Fistful of Frags,2014.0,114,70
Fistful of Frags,2015.0,62,39
NaissanceE,2014.0,2,1
Secret Ponchos,2014.0,4,2
Secret Ponchos,2015.0,4,2
The Sandbox,2014.0,2,2
Hexcells,2014.0,2,1
Hexcells,2015.0,6,3
Goat Simulator,2013.0,2,1
Goat Simulator,2014.0,311,179
Goat Simulator,2015.0,59,37
LYNE,2014.0,14,7
LYNE,2015.0,15,9
City of Steam: Arkadia,2014.0,5,3
Tower of Guns,2014.0,2,1
Tower of Guns,2015.0,6,3
Breach &amp; Clear,2014.0,4,2
Breach &amp; Clear,2015.0,4,2
One Way Heroics,2014.0,4,2
One Way Heroics,2015.0,4,2
Farm for your Life,2014.0,2,1
Farm for your Life,2015.0,2,1
Anarchy Arcade,2013.0,1,1
Anarchy Arcade,2014.0,10,6
Anarchy Arcade,2015.0,10,5
Lili: Child of Geos - Complete Edition,2014.0,2,1
Hand of Fate,2013.0,2,1
Hand of Fate,2014.0,6,3
Hand of Fate,2015.0,10,5
AGFPPROV3 Premium,2015.0,2,1
Star Swarm Stress Test,2014.0,4,2
PAYDAY 2: Gage Weapon Pack #01,2015.0,2,1
PAYDAY 2: A Merry Payday Christmas Soundtrack,2015.0,2,1
The LEGO® Movie - Videogame,2014.0,2,1
The LEGO® Movie - Videogame,2015.0,9,5
Airport Simulator 2014,2014.0,2,1
Airport Simulator 2014,2015.0,2,1
The Evil Within,2014.0,2,1
The Evil Within,2015.0,1,1
Starbound - Soundtrack,2015.0,2,1
Let's Sing,2014.0,2,1
Grapple,2015.0,2,1
Panzer Corps,2015.0,2,1
Aura Kingdom,2014.0,23,13
Aura Kingdom,2015.0,17,9
XCOM® 2,2012.0,4,2
XCOM® 2,2013.0,4,2
XCOM® 2,2014.0,22,12
XCOM® 2,2015.0,21,11
From the Depths,2014.0,2,1
From the Depths,2015.0,10,6
Magicite,2014.0,51,27
Magicite,2015.0,16,8
EVGA Precision XOC,2015.0,2,1
Satellite Reign,2014.0,2,1
You Are Not The Hero,2015.0,2,1
The Yawhg,2014.0,3,2
Year Walk,2014.0,4,2
Year Walk,2015.0,5,3
Hero Siege,2013.0,1,1
Hero Siege,2014.0,12,6
Hero Siege,2015.0,12,7
WORLD END ECONOMiCA episode.01,2015.0,3,2
LOVE,2014.0,5,3
LOVE,2015.0,2,1
liteCam Game: 100 FPS Game Capture,2014.0,1,1
liteCam Game: 100 FPS Game Capture,2015.0,2,1
Infectonator: Survivors,2014.0,4,2
Chronology,2015.0,1,1
Bardbarian,2015.0,4,2
GTGD S1: More Than a Gamer,2015.0,2,1
Secrets of Grindea,2013.0,2,1
Secrets of Grindea,2014.0,2,1
Secrets of Grindea,2015.0,4,2
DreadOut,2015.0,2,1
//N.P.P.D. RUSH//- The milk of Ultraviolet,2015.0,2,1
RUNNING WITH RIFLES,2015.0,4,3
Depression Quest,2014.0,12,7
Depression Quest,2015.0,2,1
Melody's Escape,2014.0,12,6
Melody's Escape,2015.0,4,2
Lambda Wars Beta,2013.0,2,1
Lambda Wars Beta,2014.0,5,3
Lambda Wars Beta,2015.0,4,2
Robot Roller-Derby Disco Dodgeball,2014.0,6,3
Robot Roller-Derby Disco Dodgeball,2015.0,10,5
The Forest of Doom,2015.0,4,2
EPOCH,2014.0,2,1
Yet Another Zombie Defense,2012.0,2,1
Yet Another Zombie Defense,2013.0,6,3
Yet Another Zombie Defense,2014.0,48,25
Yet Another Zombie Defense,2015.0,30,16
Reversion - The Escape (1st Chapter),2014.0,4,2
Haunt the House: Terrortown,2014.0,1,1
Haunt the House: Terrortown,2015.0,2,1
American Truck Simulator,2012.0,2,1
American Truck Simulator,2013.0,6,3
American Truck Simulator,2014.0,10,6
American Truck Simulator,2015.0,11,6
Axis Game Factory's AGFPRO Zombie FPS Player DLC,2015.0,2,1
Axis Game Factory's AGFPRO Fantasy Side-Scroller Player,2015.0,2,1
Axis Game Factory's AGFPRO BattleMat Multi-Player DLC,2015.0,2,1
Offworld Trading Company,2014.0,2,1
Offworld Trading Company,2015.0,6,3
Industry Giant 2,2015.0,2,1
Sniper Art of Victory,2014.0,3,2
Loadout Steam Launch Starter Pack,2014.0,1,1
Space Farmers,2014.0,3,2
Grand Theft Auto V,2011.0,2,1
Grand Theft Auto V,2013.0,13,9
Grand Theft Auto V,2014.0,30,19
Grand Theft Auto V,2015.0,344,203
Super Killer Hornet: Resurrection,2015.0,1,1
Hexcells Plus,2014.0,2,1
Hexcells Plus,2015.0,2,1
DARK SOULS™ II Crown of the Ivory King,2014.0,1,1
Serena,2014.0,9,5
Serena,2015.0,2,1
NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,2014.0,10,6
NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,2015.0,8,4
Detective Grimoire,2013.0,2,1
Detective Grimoire,2014.0,2,1
Detective Grimoire,2015.0,2,1
Vertiginous Golf,2014.0,2,1
Vertiginous Golf,2015.0,5,3
The Last Federation,2015.0,1,1
Counter-Strike Nexon: Zombies,2014.0,22,12
Counter-Strike Nexon: Zombies,2015.0,21,12
Outlast: Whistleblower DLC,2014.0,2,1
Evolve Stage 2,2011.0,3,2
Evolve Stage 2,2013.0,6,3
Evolve Stage 2,2014.0,50,29
Evolve Stage 2,2015.0,58,33
Over 9000 Zombies!,2014.0,2,1
Stock Car Extreme,2015.0,1,1
Hotline Miami 2: Wrong Number,2014.0,7,4
Hotline Miami 2: Wrong Number,2015.0,18,12
Broforce,2013.0,1,1
Broforce,2014.0,62,36
Broforce,2015.0,51,31
RONIN,2015.0,2,1
OlliOlli,2014.0,3,2
NOT A HERO,2015.0,2,1
Gods Will Be Watching,2013.0,1,1
Gods Will Be Watching,2014.0,3,2
Gods Will Be Watching,2015.0,1,1
Always Sometimes Monsters,2014.0,10,5
Dropsy,2015.0,2,1
Brigador: Up-Armored Edition,2014.0,2,1
Brigador: Up-Armored Edition,2015.0,2,1
Murder Miners,2014.0,6,3
Murder Miners,2015.0,14,7
FaceRig,2013.0,2,1
FaceRig,2014.0,13,7
FaceRig,2015.0,3,2
Depth,2013.0,4,2
Depth,2014.0,24,12
Depth,2015.0,57,35
Influent,2014.0,6,3
Shelter 2,2015.0,2,1
Costume Quest 2,2014.0,2,1
Westerado: Double Barreled,2015.0,8,4
Guacamelee! Super Turbo Championship Edition,2015.0,2,1
Canyon Capers,2014.0,3,2
Z Steel Soldiers,2015.0,2,1
Z,2014.0,4,2
PAYDAY 2: Gage Weapon Pack #02,2015.0,2,1
"Warhammer 40,000: Kill Team",2014.0,2,1
Space Run,2014.0,2,1
Handsome Jack Doppelganger Pack,2015.0,2,1
Arma 3 Zeus,2015.0,2,1
No Man's Sky,2012.0,2,1
No Man's Sky,2013.0,11,6
No Man's Sky,2014.0,30,17
No Man's Sky,2015.0,38,20
My Riding Stables: Life with Horses,2014.0,2,1
My Riding Stables: Life with Horses,2015.0,2,1
Mordheim: City of the Damned,2014.0,4,2
Mordheim: City of the Damned,2015.0,2,1
VIDEOBALL,2015.0,1,1
Halo: Spartan Assault,2014.0,26,13
Halo: Spartan Assault,2015.0,7,4
Imperial Glory,2015.0,2,1
Praetorians,2014.0,2,1
Albedo: Eyes from Outer Space,2015.0,2,1
Assassin's Creed Freedom Cry,2015.0,4,2
TUG,2014.0,1,1
TUG,2015.0,2,1
DYNASTY WARRIORS 8: Xtreme Legends Complete Edition / 真・三國無双７ with 猛将伝,2014.0,5,3
DYNASTY WARRIORS 8: Xtreme Legends Complete Edition / 真・三國無双７ with 猛将伝,2015.0,4,2
A Story About My Uncle,2012.0,2,1
A Story About My Uncle,2013.0,2,1
A Story About My Uncle,2014.0,7,4
A Story About My Uncle,2015.0,13,7
0RBITALIS,2014.0,2,1
Skyborn,2014.0,2,1
TinyKeep,2014.0,4,2
Interplanetary,2014.0,6,3
Digger Online,2015.0,1,1
Ultionus: A Tale of Petty Revenge,2014.0,2,1
Gardens Inc. – From Rakes to Riches,2014.0,2,1
The I of the Dragon,2015.0,2,1
Gunjitsu,2015.0,2,1
A Wizard's Lizard,2015.0,2,1
Hover,2014.0,2,1
Hover,2015.0,4,2
Creeper World 3: Arc Eternal,2014.0,2,1
Creeper World 3: Arc Eternal,2015.0,2,1
Crea,2014.0,2,1
BloodLust Shadowhunter,2015.0,2,1
Aperture Tag: The Paint Gun Testing Initiative,2014.0,8,4
Aperture Tag: The Paint Gun Testing Initiative,2015.0,6,3
T.E.C. 3001,2014.0,1,1
Battlepillars Gold Edition,2014.0,3,2
Vanguard Princess Director's Cut,2014.0,2,1
Real Horror Stories Ultimate Edition,2014.0,2,2
Real Horror Stories Ultimate Edition,2015.0,2,1
Homeworld: Deserts of Kharak,2013.0,2,1
Explodemon,2014.0,2,1
Stellaris,2013.0,2,1
Stellaris,2014.0,8,4
Stellaris,2015.0,11,6
Carmageddon Max Pack,2014.0,1,1
MX vs. ATV Supercross Encore,2015.0,2,1
This War of Mine,2013.0,2,1
This War of Mine,2014.0,15,8
This War of Mine,2015.0,34,20
SOMA,2015.0,11,6
SuperPower 2 Steam Edition,2015.0,2,1
Quake Live™,2012.0,2,1
Quake Live™,2014.0,30,18
Quake Live™,2015.0,16,9
Don't Starve: Reign of Giants,2014.0,6,3
RollerCoaster Tycoon World™,2014.0,2,1
EasyAntiCheat eSports,2015.0,6,3
Organic Panic,2014.0,2,1
Circuits,2014.0,2,1
Stick 'Em Up 2: Paper Adventures,2015.0,2,1
100% Orange Juice,2014.0,7,4
100% Orange Juice,2015.0,6,4
Hyperdimension Neptunia Re;Birth1 / 超次次元ゲイム ネプテューヌRe;Birth1 / 超次次元遊戲戰機少女重生1,2014.0,3,2
Hyperdimension Neptunia Re;Birth1 / 超次次元ゲイム ネプテューヌRe;Birth1 / 超次次元遊戲戰機少女重生1,2015.0,46,25
Super Chibi Knight,2015.0,2,1
Spoiler Alert,2014.0,2,1
Spoiler Alert,2015.0,2,1
Nosferatu: The Wrath of Malachi,2014.0,1,1
Nosferatu: The Wrath of Malachi,2015.0,2,1
Litil Divil,2015.0,2,1
Salt and Sanctuary,2013.0,2,1
Salt and Sanctuary,2014.0,2,1
Rabbit Hole 3D: Steam Edition,2014.0,1,1
Astebreed: Definitive Edition,2014.0,2,1
Heroine's Quest: The Herald of Ragnarok,2014.0,4,2
Freddi Fish and The Case of the Missing Kelp Seeds,2014.0,3,2
Pajama Sam: No Need to Hide When It's Dark Outside,2014.0,1,1
Pajama Sam: No Need to Hide When It's Dark Outside,2015.0,2,1
"Spy Fox in ""Dry Cereal""",2014.0,2,1
"Spy Fox in ""Dry Cereal""",2015.0,1,1
Majestic Nights,2015.0,2,1
BeamNG.drive,2014.0,6,3
BeamNG.drive,2015.0,12,7
The Last Door - Collector's Edition,2015.0,2,1
DeadCore,2014.0,2,1
DeadCore,2015.0,4,2
Pixel Puzzles: Japan,2015.0,2,1
Showtime!,2015.0,2,1
LEGO® The Hobbit™,2014.0,2,1
LEGO® The Hobbit™,2015.0,2,1
RollerCoaster Tycoon®: Deluxe,2014.0,2,1
RollerCoaster Tycoon®: Deluxe,2015.0,2,1
RollerCoaster Tycoon® 2: Triple Thrill Pack,2014.0,2,1
Crimzon Clover WORLD IGNITION,2014.0,1,1
Hard Truck Apocalypse / Ex Machina,2015.0,1,1
ACE - Arena: Cyber Evolution,2014.0,4,2
Kitty Powers' Matchmaker,2015.0,2,1
Action Henk,2015.0,2,1
Gang Beasts,2012.0,2,1
Gang Beasts,2013.0,2,1
Gang Beasts,2014.0,10,6
Gang Beasts,2015.0,19,11
TerraTech,2015.0,13,7
Dead Effect,2014.0,2,1
Dead Effect,2015.0,2,1
Thinking with Time Machine,2014.0,28,16
Thinking with Time Machine,2015.0,5,3
You Have to Win the Game,2014.0,22,12
You Have to Win the Game,2015.0,10,5
ReignMaker,2014.0,2,1
fault - milestone one,2015.0,2,1
FarSky,2014.0,14,8
FarSky,2015.0,2,1
Shadows on the Vatican Act I: Greed,2015.0,2,1
"House of 1,000 Doors: Family Secrets Collector's Edition",2014.0,2,1
"House of 1,000 Doors: Family Secrets Collector's Edition",2015.0,2,1
F1 2015,2015.0,4,2
Avoid - Sensory Overload,2015.0,2,1
Metro 2033 Redux,2014.0,4,2
Metro 2033 Redux,2015.0,9,5
S.K.I.L.L. - Special Force 2 (Shooter),2014.0,1,1
Influent DLC - 한국어 [Learn Korean],2013.0,2,1
Ionball 2: Ionstorm,2015.0,2,1
Resident Evil Revelations 2 / Biohazard Revelations 2,2013.0,2,1
Resident Evil Revelations 2 / Biohazard Revelations 2,2015.0,8,5
Colin McRae Rally,2015.0,2,1
Metro: Last Light Redux,2011.0,2,1
Metro: Last Light Redux,2014.0,7,4
Metro: Last Light Redux,2015.0,25,15
Rise of Nations: Extended Edition,2014.0,22,12
Rise of Nations: Extended Edition,2015.0,7,4
Pandora: First Contact,2015.0,2,1
METAL GEAR SOLID V: THE PHANTOM PAIN,2013.0,4,2
METAL GEAR SOLID V: THE PHANTOM PAIN,2014.0,10,6
METAL GEAR SOLID V: THE PHANTOM PAIN,2015.0,70,44
TY the Tasmanian Tiger 4,2014.0,2,1
TY the Tasmanian Tiger 4,2015.0,2,1
Mortal Online,2015.0,6,3
Mini Metro,2014.0,8,4
Mini Metro,2015.0,19,10
The Room,2015.0,5,3
Super Game Jam,2014.0,2,1
Strike Suit Zero: Director's Cut,2014.0,2,1
Fable Anniversary,2014.0,14,7
Fable Anniversary,2015.0,5,3
Ampu-Tea,2015.0,1,1
Endless Legend™,2014.0,18,10
Endless Legend™,2015.0,14,9
RC Cars,2014.0,2,1
Marauder,2014.0,2,1
Assassin's Creed® Unity,2013.0,2,1
Assassin's Creed® Unity,2014.0,26,13
Assassin's Creed® Unity,2015.0,7,4
LARA CROFT AND THE TEMPLE OF OSIRIS™,2014.0,2,1
ROCKETSROCKETSROCKETS,2013.0,2,1
ROCKETSROCKETSROCKETS,2014.0,6,3
ROCKETSROCKETSROCKETS,2015.0,2,1
TransOcean: The Shipping Company,2014.0,2,1
TransOcean: The Shipping Company,2015.0,2,1
DubWars,2014.0,2,1
LogicBots,2014.0,2,1
Life is Feudal: Your Own,2011.0,2,1
Life is Feudal: Your Own,2014.0,21,11
Life is Feudal: Your Own,2015.0,8,4
Echo of Soul,2015.0,8,4
Volt,2014.0,2,1
Rebel Galaxy,2013.0,2,1
Rebel Galaxy,2014.0,2,1
Rebel Galaxy,2015.0,1,1
Armello,2014.0,2,1
Armello,2015.0,8,4
The Flock,2015.0,1,1
Clandestine,2014.0,2,1
My Lands: Black Gem Hunting,2014.0,2,1
My Lands: Black Gem Hunting,2015.0,1,1
The Fall,2014.0,4,2
The Fall,2015.0,6,3
Grey Goo,2014.0,2,1
Grey Goo,2015.0,6,3
You Must Build A Boat,2015.0,3,2
Half-Life 2: Update,2012.0,1,1
Half-Life 2: Update,2015.0,5,3
Flower Shop: Summer In Fairbrook,2014.0,2,1
The Hat Man: Shadow Ward,2015.0,3,2
Jumpdrive,2015.0,2,1
Undead Overlord,2015.0,2,1
Duelyst,2013.0,2,1
Duelyst,2014.0,2,1
Duelyst,2015.0,4,2
Warface,2013.0,4,2
Warface,2014.0,34,18
Warface,2015.0,32,19
Brawlhalla,2012.0,1,1
Brawlhalla,2013.0,7,4
Brawlhalla,2014.0,31,17
Brawlhalla,2015.0,79,43
Pillars of Eternity,2014.0,2,1
Pillars of Eternity,2015.0,6,4
Firefighters 2014,2014.0,2,1
FINAL FANTASY® XIII,2014.0,8,5
FINAL FANTASY® XIII,2015.0,5,3
FINAL FANTASY® XIII-2,2014.0,2,1
FINAL FANTASY® XIII-2,2015.0,4,2
X-Plane 10 Global - 64 Bit,2014.0,2,1
"Spy Fox 2 ""Some Assembly Required""",2014.0,4,2
Racer 8,2015.0,1,1
Realms of the Haunting,2013.0,2,1
Duet,2014.0,2,1
Uriel's Chasm,2013.0,1,1
Uriel's Chasm,2015.0,3,2
Pajama Sam 2: Thunder and Lightning Aren't So Frightening,2014.0,2,1
Overcast - Walden and the Werewolf,2015.0,2,1
Cosmochoria,2014.0,2,1
Cosmochoria,2015.0,2,1
Card Hunter,2013.0,2,1
Card Hunter,2014.0,2,1
Card Hunter,2015.0,10,6
Coma: Mortuary,2014.0,2,1
Coma: Mortuary,2015.0,1,1
Amazing World™,2014.0,7,4
Amazing World™,2015.0,3,2
Guns and Robots,2014.0,2,1
Road Not Taken,2014.0,1,1
Automation - The Car Company Tycoon Game,2015.0,6,3
Crawl,2014.0,6,3
Crawl,2015.0,2,1
White Noise Online,2014.0,2,1
Pivvot,2014.0,4,2
Spirited Heart Deluxe,2014.0,2,1
RimWorld,2013.0,4,2
RimWorld,2014.0,8,4
RimWorld,2015.0,12,6
They Breathe,2014.0,2,1
Galcon 2: Galactic Conquest,2014.0,3,2
Galcon 2: Galactic Conquest,2015.0,3,2
Millie,2015.0,1,1
Freddi Fish 3: The Case of the Stolen Conch Shell,2014.0,2,1
Freddi Fish 5: The Case of the Creature of Coral Cove,2015.0,2,1
Putt-Putt® Goes to the Moon,2015.0,2,1
Putt-Putt® Travels Through Time,2014.0,2,1
Valkyria Chronicles™,2014.0,14,8
Valkyria Chronicles™,2015.0,13,7
Call of Duty®: Ghosts - Squad Pack - Resistance,2014.0,2,1
Schrödinger’s Cat And The Raiders Of The Lost Quark,2015.0,2,1
Royal Quest,2014.0,8,4
Royal Quest,2015.0,2,1
PARTICLE MACE,2015.0,3,2
Darkwind: War on Wheels,2015.0,2,1
Sweezy Gunner,2014.0,2,1
Rogue Shooter: The FPS Roguelike,2014.0,2,1
Battlepaths,2014.0,2,1
The Promised Land,2014.0,4,2
Ballistic Overkill,2011.0,2,1
Mount Your Friends,2012.0,2,1
Mount Your Friends,2014.0,12,7
Mount Your Friends,2015.0,17,11
GemCraft - Chasing Shadows,2014.0,2,1
GemCraft - Chasing Shadows,2015.0,4,2
Lords of Xulima,2015.0,2,1
The Great Jitters: Pudding Panic,2014.0,2,1
Real Boxing™,2015.0,2,1
8BitBoy™,2015.0,2,1
Renowned Explorers: International Society,2014.0,2,1
Renowned Explorers: International Society,2015.0,2,1
Cosmic DJ,2014.0,3,2
Heavy Bullets,2014.0,2,1
Titan Souls,2014.0,2,1
Titan Souls,2015.0,2,1
Famaze,2015.0,1,1
Arcadecraft,2015.0,2,1
The Old City: Leviathan,2014.0,2,1
The Old City: Leviathan,2015.0,2,1
Spy Chameleon - RGB Agent,2014.0,2,1
Spy Chameleon - RGB Agent,2015.0,3,2
CoH 2 - US Forces Commander: Rifle Company,2015.0,2,1
Monsters Ate My Birthday Cake,2013.0,2,1
Total Annihilation,2012.0,2,1
Total Annihilation,2015.0,4,2
Master of Orion,2013.0,2,1
Master of Orion,2015.0,2,1
Far Cry® 4,2014.0,18,11
Far Cry® 4,2015.0,20,11
Eldevin,2014.0,8,4
Eldevin,2015.0,2,1
The Desolate Hope,2015.0,2,1
Red Crucible®: Firestorm,2015.0,17,9
Only If,2014.0,12,7
Only If,2015.0,4,2
FLASHOUT 2,2014.0,2,1
Victory At Sea,2015.0,2,1
Orbital Gear,2014.0,2,1
Orbital Gear,2015.0,10,5
Lovely Planet,2013.0,2,1
Lovely Planet,2014.0,7,4
The Escapists,2013.0,1,1
The Escapists,2014.0,16,8
The Escapists,2015.0,52,31
European Ship Simulator,2015.0,2,1
Commando Jack,2015.0,2,1
Block N Load,2014.0,13,8
Block N Load,2015.0,29,16
Woodle Tree Adventures,2015.0,8,5
Heroes Rise: The Prodigy,2014.0,2,1
Heroes Rise: The Prodigy,2015.0,2,1
6180 the moon,2014.0,4,2
Tengami,2015.0,2,1
Terrorhedron Tower Defense,2015.0,1,1
Miscreated,2014.0,6,3
Miscreated,2015.0,12,6
Noir Syndrome,2014.0,2,1
Divine Souls F2P MMO,2014.0,4,2
Total War Battles: KINGDOM,2015.0,6,3
Victim of Xen,2015.0,3,2
Ichi,2015.0,1,1
Lemma,2015.0,1,1
Road Redemption,2014.0,10,5
Road Redemption,2015.0,5,3
Unpossible,2015.0,2,1
Shadowrun: Dragonfall - Director's Cut,2015.0,6,3
Infinifactory,2015.0,6,3
Epsilon,2014.0,2,1
Hippocampal: The White Sofa,2014.0,1,1
Fiesta Online NA,2014.0,1,1
Frederic: Evil Strikes Back,2014.0,2,1
Electronic Super Joy: Groove City,2015.0,2,1
Robocraft,2012.0,4,2
Robocraft,2013.0,7,4
Robocraft,2014.0,228,125
Robocraft,2015.0,177,98
Zombie Army Trilogy,2015.0,15,8
RADical ROACH Remastered,2015.0,5,3
Disney•Pixar Cars 2: The Video Game,2014.0,1,1
Submerged,2015.0,2,1
Saints Row: Gat out of Hell,2014.0,2,1
Saints Row: Gat out of Hell,2015.0,18,9
Screencheat,2014.0,10,5
Screencheat,2015.0,1,1
The Blue Flamingo,2014.0,2,1
Bus Driver,2014.0,2,1
Bus Driver,2015.0,2,1
Dungeon Defenders Eternity,2014.0,5,3
Dungeon Defenders Eternity,2015.0,2,1
Floating Point,2014.0,17,9
Floating Point,2015.0,6,4
Ryse: Son of Rome,2014.0,4,2
Ryse: Son of Rome,2015.0,13,7
Of Guards And Thieves,2015.0,2,1
Call to Arms,2014.0,2,1
Call to Arms,2015.0,8,4
BLOCKADE 3D,2014.0,4,3
BLOCKADE 3D,2015.0,49,27
Radiant Defense,2014.0,2,1
The Beginner's Guide,2014.0,5,3
The Beginner's Guide,2015.0,58,32
Dead Bits,2014.0,8,5
Dead Bits,2015.0,11,6
The Witcher Adventure Game,2015.0,2,1
ArcheAge,2014.0,10,5
ArcheAge,2015.0,10,5
Trove,2012.0,1,1
Trove,2013.0,6,3
Trove,2014.0,20,11
Trove,2015.0,163,93
Euro Truck Simulator 2 - Scandinavia,2014.0,2,1
Resident Evil / biohazard HD REMASTER,2013.0,2,1
Resident Evil / biohazard HD REMASTER,2015.0,7,4
Wildlife Park 2,2015.0,1,1
Hexcells Infinite,2015.0,6,3
SUNLESS SEA,2014.0,6,3
SUNLESS SEA,2015.0,2,1
Aeon Command,2014.0,2,1
Aeon Command,2015.0,2,1
Train Fever,2014.0,2,1
Train Fever,2015.0,5,3
Sky Gamblers: Storm Raiders,2015.0,2,1
Unturned,2012.0,4,2
Unturned,2013.0,18,11
Unturned,2014.0,919,530
Unturned,2015.0,485,285
Castaway Paradise - Town Building Sim,2015.0,2,1
Outland,2014.0,2,1
FIST OF AWESOME,2014.0,4,2
Battle Islands,2014.0,8,5
Battle Islands,2015.0,2,1
Blue Estate The Game,2015.0,2,1
The Long Dark,2013.0,2,1
The Long Dark,2014.0,30,16
The Long Dark,2015.0,32,18
Bloons TD 5,2014.0,7,4
Bloons TD 5,2015.0,10,6
The Howler,2015.0,2,1
The Elder Scrolls® Online: Tamriel Unlimited™,2012.0,1,1
The Elder Scrolls® Online: Tamriel Unlimited™,2014.0,8,4
The Elder Scrolls® Online: Tamriel Unlimited™,2015.0,37,19
Unturned - Permanent Gold Upgrade,2013.0,5,3
Unturned - Permanent Gold Upgrade,2014.0,5,3
